,X,Y,Z,AUGT
1183797,129.0,-556.0,-441.0,28.804941987991327
2364884,145.0,-284.0,-249.0,12.48009171485901
2762204,-247.0,-92.0,55.0,14.338911128044131
183221,-15.0,532.0,159.0,14.226858329772949
1644285,601.0,-844.0,-969.0,16.486991834640506
3400077,329.0,516.0,143.0,31.074774312973023
2856246,-279.0,332.0,239.0,12.975261926651006
1477856,161.0,60.0,-209.0,27.19567852020264
2730516,-119.0,-92.0,159.0,29.481684112548827
515964,65.0,332.0,215.0,10.517130899429322
1050668,321.0,148.0,-377.0,11.110903835296634
2203147,57.0,68.0,207.0,15.182597494125366
1167085,217.0,-276.0,-257.0,14.902683377265932
1830002,-343.0,572.0,127.0,11.772602391242984
1986441,129.0,-260.0,-217.0,25.34635348320008
2622163,89.0,140.0,159.0,19.317895412445072
861498,41.0,-332.0,-225.0,18.955311179161075
959034,449.0,708.0,215.0,25.694083404541022
1449718,-167.0,468.0,-65.0,17.536053228378297
1236822,-127.0,108.0,191.0,20.073461771011356
3610902,-359.0,20.0,143.0,10.472546935081482
235339,89.0,628.0,151.0,27.45524520874024
3671889,633.0,-68.0,-737.0,34.397677469253544
2049615,-119.0,780.0,151.0,15.617252302169799
1864121,553.0,-828.0,-817.0,17.77121047973633
2925933,409.0,76.0,-209.0,20.840290069580078
589636,-503.0,372.0,263.0,16.20968291759491
1120584,-151.0,668.0,127.0,19.90910053253174
1833917,409.0,-1044.0,-897.0,11.220595598220825
2298290,257.0,-28.0,-393.0,12.052541041374207
679300,-47.0,508.0,271.0,29.165076398849486
2160157,-247.0,524.0,279.0,14.743545389175415
2479357,-215.0,-1036.0,495.0,16.17439823150635
797796,113.0,-284.0,-225.0,18.56087808609009
1785175,145.0,-92.0,-49.0,11.346555256843569
1256867,105.0,-468.0,-489.0,19.46797595024109
2001211,-287.0,572.0,223.0,35.12424783706665
3145673,-103.0,228.0,543.0,13.19098765850067
3611581,-167.0,-212.0,175.0,10.842263340950012
255189,57.0,636.0,151.0,24.19695568084717
2558012,9.0,-916.0,-833.0,10.095886445045473
3353268,65.0,572.0,119.0,10.322050499916077
2902527,113.0,100.0,167.0,16.315852403640747
2719515,297.0,124.0,-129.0,11.245128870010376
317139,113.0,-476.0,-377.0,13.436362433433533
173755,153.0,-524.0,-441.0,12.02805917263031
254224,281.0,-820.0,-617.0,26.282695007324218
692236,153.0,460.0,135.0,17.334159588813783
2415225,297.0,-804.0,-633.0,10.946854519844058
1439751,-95.0,476.0,-49.0,24.612820339202887
209293,-471.0,652.0,495.0,12.32061026096344
2482122,161.0,572.0,151.0,28.78604202270508
1137713,169.0,-1004.0,-929.0,16.420315074920655
960648,329.0,-996.0,-817.0,13.848052930831908
3629986,-383.0,452.0,151.0,16.882496213912965
2810377,233.0,-1060.0,-977.0,10.996125507354737
1446614,297.0,404.0,-65.0,12.274603366851807
3649676,-23.0,-132.0,-105.0,16.278949689865115
906329,-167.0,-1108.0,439.0,15.023395252227786
3598053,89.0,28.0,159.0,10.43292453289032
131097,-31.0,420.0,-33.0,10.908090782165527
771146,-287.0,692.0,247.0,10.854781150817873
2381735,329.0,548.0,-153.0,16.1983193397522
831859,-175.0,156.0,39.0,12.498812937736512
3407754,-47.0,-1172.0,351.0,14.68081731796265
560717,-495.0,508.0,255.0,13.634344768524173
129527,137.0,-444.0,-489.0,10.208190417289737
3053640,169.0,660.0,127.0,11.022388958930971
357559,-95.0,-268.0,111.0,16.108069610595706
3079861,-311.0,36.0,279.0,19.441105008125305
2110251,-79.0,196.0,-217.0,14.434889960289002
1144868,225.0,-436.0,-457.0,11.664969086647035
706352,17.0,540.0,159.0,29.068120908737182
2580657,-63.0,324.0,191.0,18.089098596572878
3136543,49.0,508.0,175.0,21.10112781524659
2661876,73.0,-228.0,-113.0,14.584657406806949
769668,-151.0,-1124.0,407.0,25.633717536926273
174099,-255.0,180.0,143.0,22.176250553131105
2191637,169.0,572.0,127.0,10.313668298721314
720440,-143.0,124.0,167.0,14.34000461101532
2116972,-207.0,884.0,151.0,26.45260543823243
1041513,-223.0,220.0,175.0,28.6837242603302
2637955,497.0,-1004.0,-289.0,15.497824335098267
2489166,305.0,700.0,519.0,23.29052138328552
1823517,-127.0,380.0,183.0,20.311509275436407
886412,-15.0,380.0,439.0,13.237711858749389
3074494,233.0,460.0,143.0,17.213804030418398
2038916,473.0,516.0,39.0,14.869398736953736
3184520,305.0,772.0,503.0,17.644823241233823
1427858,585.0,-996.0,-961.0,15.925623846054076
1847182,-191.0,1164.0,535.0,29.64320650100708
1049488,745.0,-284.0,-1041.0,10.818025636672974
2917237,409.0,-1036.0,-881.0,17.36382031440735
2082817,41.0,700.0,-57.0,12.466161489486694
176078,409.0,-772.0,-745.0,21.3830174446106
2040794,-151.0,164.0,183.0,40.0
2071423,33.0,156.0,399.0,11.246201324462893
3575667,17.0,-428.0,-297.0,10.47821295261383
1945815,209.0,-820.0,-713.0,10.132118582725523
3425877,-47.0,108.0,263.0,29.421278524398804
1578967,217.0,-620.0,-649.0,21.453460645675666
64635,-7.0,292.0,-105.0,11.047750520706177
2998473,1.0,-892.0,-889.0,10.740509843826297
393690,265.0,-36.0,-353.0,10.817706704139711
1538128,457.0,-644.0,71.0,10.507885360717774
2832490,-535.0,548.0,543.0,25.691218852996826
228198,345.0,-1308.0,-825.0,10.011314415931702
3472528,-223.0,-1164.0,399.0,15.61561441421509
1016556,-751.0,-1452.0,375.0,11.303751707077026
824361,33.0,676.0,159.0,12.475009822845461
467043,-311.0,492.0,199.0,21.9949146270752
2464828,481.0,-1028.0,-937.0,33.52112002372742
3149665,-63.0,820.0,151.0,31.499578428268432
1908616,-79.0,508.0,191.0,16.083190536499025
2197971,-663.0,-172.0,367.0,17.111679029464725
2111810,73.0,396.0,-137.0,10.293901491165162
1804889,193.0,-1044.0,-761.0,10.067160320281985
2376052,-15.0,532.0,183.0,18.23900623321533
444457,-191.0,20.0,183.0,12.690232038497927
2003145,409.0,260.0,-201.0,12.89477059841156
2608158,401.0,-908.0,-977.0,13.145675873756412
431569,-7.0,-468.0,-345.0,11.559804296493533
822054,161.0,-388.0,-313.0,11.237499022483826
355548,-167.0,-156.0,183.0,22.708825826644894
2232073,-911.0,-1020.0,359.0,10.437618565559386
1615691,-223.0,220.0,167.0,33.69602589607239
2539103,137.0,700.0,135.0,11.97070739269257
871879,-23.0,300.0,279.0,18.7505786895752
3123473,-95.0,148.0,167.0,30.755881500244147
139190,369.0,-884.0,-705.0,11.040144038200381
2211907,569.0,-844.0,-913.0,11.80305986404419
1857758,177.0,476.0,535.0,10.958702921867369
1060177,113.0,668.0,215.0,28.61724376678467
3416465,-183.0,-92.0,231.0,40.0
1244852,417.0,-964.0,-673.0,36.27554521560669
2474092,161.0,428.0,175.0,24.253008365631104
857595,-167.0,76.0,471.0,10.164553904533387
3063921,-79.0,-12.0,143.0,38.1124891281128
1780200,569.0,-428.0,-857.0,11.38231775760651
1581908,81.0,444.0,159.0,40.0
19168,617.0,-1156.0,-905.0,14.1406928062439
2777376,-207.0,-76.0,231.0,26.73488059043884
3364657,329.0,-1028.0,-969.0,19.45825026035309
761272,41.0,340.0,151.0,31.05618510246277
531765,641.0,-1100.0,-337.0,11.67970073223114
3412762,649.0,-1004.0,-921.0,22.686813640594483
2858125,521.0,-164.0,-737.0,19.929250526428227
1571044,97.0,-316.0,-153.0,10.86629776954651
132514,-159.0,156.0,-201.0,15.999845170974732
1695828,209.0,236.0,-161.0,13.67425689697266
1713029,41.0,500.0,207.0,18.42086787223816
1526817,-95.0,444.0,519.0,14.351515388488775
2554421,-15.0,-868.0,399.0,11.12805609703064
867727,-199.0,20.0,127.0,17.19543561935425
3595918,-7.0,540.0,-209.0,12.017147707939149
1268744,-111.0,-12.0,223.0,16.045676827430725
3111029,-215.0,348.0,239.0,26.03225703239441
1832743,-367.0,-44.0,167.0,17.55528964996338
2302345,-343.0,620.0,207.0,11.944613337516785
469881,321.0,-1044.0,-865.0,10.054816579818727
49207,-135.0,268.0,207.0,17.13337461948395
2070906,-247.0,52.0,143.0,15.84015109539032
2257632,377.0,-916.0,-913.0,14.86226773262024
179477,-231.0,748.0,127.0,19.351455760002143
1607938,-231.0,732.0,143.0,17.529307746887213
3381546,-863.0,-1380.0,375.0,14.288607406616213
3183224,89.0,-932.0,-673.0,10.58638014793396
3065654,-151.0,1156.0,527.0,23.70497946739197
2444713,-143.0,-860.0,375.0,17.82209014892578
3431522,-87.0,268.0,191.0,37.29954528808594
391584,-1031.0,-1180.0,359.0,12.122544980049136
1025203,-255.0,380.0,215.0,16.498816871643072
2277829,-239.0,668.0,327.0,19.145438194274906
912722,-375.0,-396.0,375.0,14.787836122512818
1773579,-487.0,444.0,119.0,10.8251916885376
1553651,377.0,-724.0,-657.0,17.238417911529538
3346565,-503.0,396.0,151.0,18.162393498420716
1379538,-199.0,188.0,-153.0,20.826184606552125
1725003,-359.0,740.0,199.0,21.58019952774048
194334,57.0,460.0,191.0,40.0
3347389,-23.0,260.0,231.0,17.57689528465271
704035,33.0,-588.0,-433.0,10.739473605155942
2594392,41.0,260.0,143.0,27.43213486671448
2953158,65.0,-684.0,-497.0,12.323652386665346
1094422,-519.0,692.0,527.0,13.420175147056579
814814,-79.0,-804.0,-689.0,15.950115060806274
1923584,177.0,-404.0,-489.0,15.063403177261353
2309215,225.0,-1284.0,-817.0,10.541853427886963
2584673,193.0,188.0,-209.0,12.104152035713195
3455012,145.0,-644.0,-481.0,13.047271752357485
1301476,-383.0,676.0,519.0,27.886970043182373
696671,-47.0,420.0,-41.0,15.211878538131714
638710,697.0,-1436.0,-721.0,12.04854679107666
1889473,-87.0,268.0,-97.0,10.56973023414612
2017762,49.0,-404.0,-449.0,19.93009634017945
2592881,553.0,-1140.0,-361.0,10.366868114471435
662523,-159.0,412.0,591.0,10.058165955543519
2958848,-223.0,-68.0,311.0,13.628407716751099
898231,-279.0,332.0,127.0,11.903365898132325
1330267,241.0,756.0,143.0,24.917357683181766
2215850,89.0,-252.0,-97.0,13.453925919532775
2607193,57.0,76.0,-145.0,15.424065637588502
2246605,393.0,700.0,151.0,16.672713375091554
1649026,-135.0,-1060.0,527.0,15.579739761352538
773144,-167.0,220.0,-121.0,23.5886824131012
307804,201.0,388.0,-145.0,16.069793033599854
1191490,433.0,-844.0,-729.0,14.33962025642395
1705191,-279.0,636.0,167.0,14.912375187873844
2082946,425.0,356.0,-121.0,10.205322360992431
1808763,-79.0,708.0,-41.0,12.05596284866333
62763,89.0,484.0,175.0,21.007574272155768
690367,89.0,348.0,207.0,13.24996798038483
2111949,377.0,-996.0,-753.0,14.435514974594117
1807143,185.0,756.0,183.0,23.13657627105713
3219760,-199.0,236.0,183.0,13.089769220352176
1802055,233.0,524.0,183.0,16.8216046333313
40860,249.0,-68.0,-393.0,17.05942783355713
503953,-431.0,524.0,527.0,28.200416469573973
1621999,-143.0,700.0,127.0,12.693694734573365
1530516,-263.0,-1172.0,351.0,12.256885671615601
1664745,-55.0,260.0,223.0,40.0
1975026,-175.0,-44.0,151.0,26.088078403472906
872519,-471.0,340.0,207.0,15.580696558952331
1695700,-295.0,420.0,255.0,23.10194463729859
676617,-343.0,-1140.0,415.0,15.184327673912051
1999838,-335.0,-52.0,119.0,10.888012051582336
2556688,65.0,964.0,159.0,10.826023483276368
2366652,73.0,1124.0,527.0,11.33032124042511
3019171,-183.0,-284.0,-113.0,15.97177209854126
2531017,-119.0,276.0,-217.0,19.227248477935788
2439274,129.0,-1044.0,-913.0,13.9950843334198
3524567,-815.0,-1164.0,191.0,12.800943684577945
2935690,-55.0,-252.0,-33.0,18.557504177093502
1060981,-119.0,748.0,159.0,10.811182022094727
1852786,-335.0,388.0,127.0,10.766220712661744
1684761,-479.0,-308.0,375.0,25.2689031124115
3439618,-231.0,612.0,175.0,19.27727649211884
1252230,65.0,500.0,135.0,12.964462614059448
705078,-255.0,-52.0,287.0,35.88747091293335
2597795,-7.0,660.0,183.0,21.040465211868288
2677989,-63.0,484.0,287.0,23.37675466537476
467553,473.0,708.0,199.0,30.697120809555052
3653181,-71.0,100.0,215.0,17.560175275802614
2082397,-167.0,-1012.0,527.0,15.379819297790528
2515250,353.0,676.0,463.0,12.114772605895993
2639926,17.0,-1172.0,375.0,21.385466098785397
1063850,233.0,148.0,7.0,16.57173676490784
95336,9.0,364.0,183.0,40.0
738240,-247.0,916.0,175.0,11.631183266639711
1153213,-239.0,180.0,23.0,15.710941362380982
2474737,-279.0,20.0,143.0,17.818870449066164
1438191,497.0,708.0,167.0,38.820257663726814
365680,697.0,-876.0,-761.0,10.769332933425904
2777513,9.0,-1036.0,519.0,27.1602454662323
1192395,-55.0,-12.0,143.0,31.51737322807312
128455,-159.0,508.0,175.0,19.37456376552582
496321,33.0,292.0,175.0,21.196587944030767
817813,545.0,-1012.0,-865.0,10.918537282943726
288377,49.0,108.0,167.0,21.021354961395264
2763651,393.0,284.0,-377.0,15.216620469093325
3378757,-47.0,508.0,-49.0,18.81692132949829
2730904,-31.0,-1108.0,407.0,12.50010268688202
2137657,-39.0,508.0,159.0,10.802340698242187
426801,-55.0,156.0,199.0,12.9571528673172
1483335,481.0,-564.0,-857.0,15.365681123733523
3492471,441.0,-660.0,-713.0,19.507490873336792
2201860,-151.0,-60.0,-49.0,20.685092592239386
907231,329.0,-604.0,79.0,11.803196549415588
1025302,-127.0,492.0,191.0,31.29702472686768
2352350,-95.0,444.0,175.0,25.261131906509398
3636873,-247.0,-44.0,143.0,39.02043747901917
1688897,-23.0,36.0,255.0,15.466286230087281
3604287,-271.0,820.0,255.0,16.61755440235138
3506484,-359.0,660.0,543.0,10.391330122947693
152112,-247.0,220.0,215.0,28.42448935508728
2941616,-415.0,372.0,191.0,21.149834537506106
1264231,25.0,-4.0,175.0,27.041072177886964
881310,-663.0,-236.0,359.0,11.552784276008609
125733,-183.0,124.0,127.0,14.981276297569275
2562427,-431.0,540.0,527.0,16.84740662574768
2597926,-335.0,-12.0,599.0,19.174907326698307
1083694,225.0,-1252.0,-793.0,10.951811408996585
107300,-271.0,748.0,199.0,28.646643972396852
1791736,1.0,1044.0,383.0,14.261387157440186
1468727,-343.0,636.0,143.0,11.612493586540225
807928,-39.0,228.0,199.0,35.569101476669324
339667,-79.0,556.0,-33.0,20.582517814636237
634727,521.0,-860.0,-801.0,19.49771378040314
1770574,17.0,-524.0,-321.0,14.291198587417606
1537106,-31.0,244.0,231.0,26.288903093338014
1318516,-79.0,-644.0,-441.0,13.386033010482787
2768077,449.0,684.0,223.0,27.94339189529419
1616038,-527.0,540.0,559.0,35.431147384643566
593567,-71.0,284.0,159.0,31.497258281707765
3289833,705.0,-1356.0,-497.0,27.338156080245966
219181,-255.0,580.0,175.0,36.07323684692384
1072522,-231.0,-92.0,151.0,26.95084347724915
2673735,41.0,-484.0,-433.0,10.905762457847596
719984,-351.0,340.0,183.0,24.313332176208498
1996720,121.0,-1028.0,-993.0,11.980367660522461
1591383,-135.0,476.0,-9.0,10.714127230644227
3216781,321.0,-1092.0,-865.0,12.426928114891052
2424347,425.0,260.0,-153.0,10.6436571598053
2038953,-231.0,-92.0,135.0,12.612438201904302
814748,153.0,-316.0,-441.0,16.803340196609494
2286728,-143.0,308.0,143.0,19.701254653930665
3329035,409.0,532.0,103.0,12.781368470191955
3414462,473.0,-252.0,-729.0,10.106346964836119
2267435,17.0,740.0,-57.0,20.89923067092896
3190965,-439.0,852.0,159.0,16.176315331459048
2769641,-335.0,580.0,183.0,13.348298501968383
710069,385.0,-1060.0,-889.0,19.342884302139282
2604511,201.0,692.0,159.0,28.723627042770392
25774,361.0,460.0,151.0,18.676142406463626
1784673,-119.0,-1076.0,519.0,13.604323053359986
2618411,177.0,-452.0,-489.0,27.388960981369017
125467,-463.0,484.0,143.0,14.687754392623903
2198578,233.0,772.0,159.0,11.970917677879337
1708443,-95.0,-300.0,-217.0,13.263828110694885
2089594,-487.0,380.0,143.0,15.613338661193847
3520657,-111.0,68.0,167.0,15.258173990249634
635502,-135.0,-60.0,143.0,24.417572879791265
2531885,329.0,516.0,47.0,17.096704387664794
630284,-71.0,276.0,231.0,15.110378551483155
3504488,-447.0,532.0,255.0,10.489296150207519
1647232,265.0,228.0,-97.0,22.016667461395265
3375022,233.0,524.0,175.0,24.85558290481568
3181310,417.0,540.0,95.0,13.511014842987061
2592421,-111.0,276.0,-257.0,10.96221935749054
2310429,-223.0,220.0,-153.0,17.361273527145386
2878124,529.0,284.0,-353.0,11.662306642532348
247109,-791.0,-1492.0,375.0,13.414956569671633
987935,-455.0,476.0,151.0,16.486146020889283
3638979,-575.0,340.0,183.0,10.177884817123411
2284525,-351.0,812.0,199.0,21.558500432968145
2795424,-119.0,124.0,231.0,12.405689311027526
2130433,225.0,428.0,151.0,17.733579945564273
21651,-407.0,820.0,527.0,12.80720901489258
1362690,-143.0,244.0,575.0,11.161339569091798
2755869,-463.0,660.0,271.0,13.41044478416443
3697880,-63.0,588.0,335.0,16.04680886268616
2251400,89.0,-1068.0,503.0,15.2915602684021
2037439,-127.0,268.0,191.0,40.0
3135760,-855.0,-412.0,359.0,10.34015371799469
1229249,553.0,-844.0,-793.0,17.574281907081605
747319,-175.0,-140.0,7.0,14.609104228019714
1598345,137.0,364.0,-81.0,10.62646985054016
2974349,-239.0,-52.0,199.0,25.40510015487671
320101,-463.0,484.0,127.0,16.99442868232727
3373172,209.0,556.0,103.0,10.696056723594666
2054718,129.0,316.0,55.0,10.265306210517883
2204659,-15.0,-620.0,-449.0,11.296734023094178
861962,-495.0,700.0,495.0,17.03717031478882
2423899,-287.0,508.0,215.0,17.559917092323307
2594375,-143.0,-1164.0,359.0,16.007814979553224
1779774,9.0,-644.0,-425.0,19.44900588989258
2327363,169.0,-668.0,-913.0,13.541212964057925
1832724,-199.0,436.0,263.0,12.224816012382508
3158679,-175.0,356.0,175.0,40.0
2062499,-87.0,508.0,167.0,17.63693637847901
124637,289.0,628.0,183.0,12.698421478271484
3406104,-391.0,380.0,143.0,19.239310669898988
2532936,-119.0,-1012.0,511.0,23.626106166839598
202404,401.0,140.0,-201.0,16.224266195297243
1834721,-407.0,764.0,183.0,11.653962993621828
1200765,-631.0,764.0,511.0,13.013043165206911
813313,265.0,-1276.0,-809.0,33.45074224472046
1452014,-111.0,212.0,183.0,28.131206941604614
3367089,-79.0,-428.0,-257.0,10.901575446128843
2885517,41.0,-1172.0,399.0,17.585734272003176
12603,-511.0,268.0,191.0,17.183579039573672
1722347,129.0,-620.0,-449.0,23.22528858184815
2758345,561.0,-1028.0,-921.0,11.146866106987
371468,457.0,748.0,215.0,28.5994092464447
3377498,113.0,-204.0,119.0,11.733239340782163
2180965,-527.0,420.0,199.0,10.514205598831175
3644118,-103.0,556.0,159.0,14.886590719223024
157663,-71.0,508.0,207.0,20.93685069084168
1707013,-199.0,580.0,159.0,14.803938126564029
3108274,553.0,-1028.0,-753.0,13.822384119033813
961996,-183.0,428.0,271.0,12.441304612159731
2266941,97.0,-852.0,-873.0,13.415271997451784
2520661,617.0,-916.0,-929.0,10.9358811378479
1778362,-15.0,4.0,151.0,11.658030843734744
2711545,121.0,396.0,215.0,10.502305793762208
2173242,-231.0,492.0,23.0,33.717902565002454
1822748,-327.0,788.0,511.0,15.417988395690921
1039763,201.0,-540.0,-449.0,10.033747172355652
3124522,121.0,388.0,159.0,16.610521531105043
2900689,433.0,12.0,-385.0,14.1493775844574
1134986,49.0,468.0,151.0,37.95947394371033
2933050,345.0,716.0,159.0,21.914008569717414
2266616,-431.0,332.0,127.0,12.29175913333893
13132,-335.0,68.0,327.0,24.061924552917482
3077979,81.0,908.0,199.0,15.522486114501953
1284476,-47.0,116.0,255.0,35.1622323513031
2437094,201.0,-1132.0,399.0,11.880213499069214
3304061,465.0,-1388.0,-601.0,11.771824336051944
2609372,81.0,-396.0,-273.0,19.815684843063355
3325540,89.0,612.0,167.0,36.00260438919068
389801,217.0,692.0,255.0,11.854150986671451
2424276,41.0,-1148.0,383.0,19.001762008666997
574662,-255.0,404.0,295.0,12.770118212699893
850350,137.0,-460.0,-377.0,11.347339153289795
1937706,529.0,-876.0,-777.0,12.541107130050658
407890,-159.0,116.0,191.0,31.393424129486085
74091,-207.0,532.0,295.0,16.770500659942627
1358719,-7.0,228.0,423.0,10.312355184555054
169030,137.0,-1140.0,399.0,12.80817165374756
1726239,337.0,740.0,167.0,17.562487244606018
910588,393.0,-940.0,-753.0,12.335334897041323
1952408,641.0,-1340.0,-505.0,27.769782781600963
579686,417.0,828.0,255.0,13.959473705291751
2069304,-39.0,-4.0,471.0,13.052485656738284
2658301,649.0,-1396.0,-713.0,20.168989658355716
137080,-599.0,108.0,543.0,15.783760786056519
2118402,-55.0,668.0,231.0,16.145759725570677
3356938,121.0,-964.0,-913.0,16.143551731109618
1063276,185.0,-596.0,-457.0,10.770912408828735
572802,-295.0,-1044.0,511.0,17.6601752281189
3025443,-255.0,-108.0,143.0,19.397679948806765
2846944,-207.0,236.0,231.0,31.139222049713133
1090850,97.0,-252.0,-41.0,16.902868175506597
3284981,-591.0,284.0,495.0,13.214793109893801
78369,-447.0,148.0,511.0,11.553736400604251
735760,313.0,-1132.0,-865.0,18.052943563461305
751055,-279.0,284.0,151.0,11.927246117591858
870677,-543.0,372.0,559.0,13.066129660606384
529042,-39.0,740.0,-49.0,15.803812646865845
912801,233.0,492.0,-57.0,19.181933188438414
1754315,249.0,-492.0,79.0,12.433677101135256
3093722,-127.0,300.0,-105.0,15.673528122901914
1656538,-183.0,564.0,167.0,18.492019033432012
1567504,1.0,-1028.0,367.0,13.874404001235964
910471,609.0,-996.0,-913.0,11.381933403015136
1824201,313.0,724.0,199.0,36.22339448928833
1773103,-87.0,772.0,159.0,24.343010425567627
376498,-807.0,-1212.0,191.0,13.804783248901368
120568,-439.0,484.0,255.0,14.159368467330935
2486237,129.0,700.0,199.0,40.0
1723512,-519.0,236.0,527.0,19.45487051010132
2413465,465.0,-1268.0,-881.0,13.964383864402773
3208019,73.0,700.0,231.0,17.90024380683899
2928768,-47.0,324.0,207.0,11.951912569999696
2654716,-263.0,212.0,175.0,40.0
1679684,81.0,932.0,143.0,14.380777740478516
2088851,33.0,684.0,151.0,11.207036876678467
2653199,-191.0,-12.0,255.0,16.260135006904605
1492484,329.0,252.0,-209.0,13.829129600524904
2013191,65.0,364.0,143.0,40.0
2352295,-39.0,-108.0,143.0,10.657707715034485
1432487,-303.0,900.0,239.0,12.590392136573794
94697,-311.0,-260.0,327.0,15.164708065986636
1313116,321.0,756.0,183.0,12.15795350074768
3069409,25.0,84.0,311.0,10.651322054862977
3336862,281.0,-644.0,-713.0,25.621869134902955
154885,-607.0,-1444.0,359.0,16.00398545265198
2757721,345.0,-740.0,-849.0,11.869965600967408
449338,105.0,468.0,183.0,24.20795359611511
2704425,449.0,556.0,135.0,14.57267348766327
3635621,-335.0,340.0,191.0,26.78777899742127
635307,-119.0,-1188.0,367.0,38.34423041343689
794643,-799.0,-1172.0,375.0,14.926752853393555
563817,609.0,-396.0,-873.0,18.276979064941408
3349681,233.0,-612.0,79.0,14.10826098918915
3207692,105.0,-580.0,-481.0,22.851116466522218
2886270,401.0,-644.0,-673.0,10.936013150215151
1829378,129.0,116.0,-201.0,22.920739555358892
1003873,-119.0,476.0,519.0,12.14708058834076
830007,-399.0,-1140.0,391.0,16.418831396102906
1983918,441.0,-1012.0,-905.0,15.341375660896304
1054264,-7.0,108.0,367.0,14.05672359466553
3052931,369.0,-732.0,-753.0,11.413125705718993
2811094,169.0,-436.0,-433.0,27.47321758270264
463038,-95.0,652.0,231.0,11.851608872413635
1251184,681.0,-1012.0,-833.0,17.867336511611942
171564,-247.0,-164.0,263.0,12.14566116333008
2650445,425.0,-1068.0,-761.0,10.34150071144104
634183,25.0,412.0,183.0,40.0
897446,-239.0,-1052.0,527.0,30.8851881980896
223622,-847.0,-1164.0,375.0,18.619637608528137
620600,457.0,-1100.0,-321.0,12.14332582950592
3013158,-39.0,204.0,199.0,35.527668285369884
3062247,-407.0,828.0,239.0,13.716743850708008
2413296,425.0,548.0,231.0,12.241204237937927
1595397,-215.0,-172.0,247.0,12.99239082336426
1867895,337.0,-780.0,-697.0,15.984342479705813
3082334,-15.0,244.0,279.0,33.85775389671326
995257,225.0,564.0,143.0,17.704718303680426
1230370,65.0,-948.0,-985.0,12.559939336776733
2987877,-127.0,-140.0,367.0,14.134013915061953
1294399,-111.0,476.0,159.0,35.29940371513367
723595,41.0,396.0,167.0,31.8006507396698
1187779,-111.0,252.0,199.0,28.540424251556395
3226190,113.0,340.0,151.0,12.257094788551333
580837,-167.0,316.0,143.0,19.54768922328949
2725869,17.0,-1156.0,343.0,11.146206045150757
1315859,-279.0,284.0,39.0,19.400301504135133
1981136,465.0,380.0,-369.0,19.805359840393066
2362253,489.0,-692.0,71.0,10.776428890228274
1082513,-615.0,692.0,487.0,15.808218121528627
1836753,257.0,540.0,159.0,38.06957459449768
1837434,-439.0,540.0,503.0,16.5593065738678
3132055,1.0,-60.0,143.0,15.797560167312625
1191407,-447.0,332.0,159.0,36.01488037109375
549767,313.0,540.0,55.0,11.94064712524414
738622,-23.0,-1172.0,383.0,16.99459457397461
2397745,657.0,-916.0,-929.0,17.071110343933107
2619265,-199.0,132.0,135.0,14.471609258651734
2038301,145.0,580.0,143.0,40.0
1584372,145.0,356.0,79.0,16.25780317783356
2768232,633.0,-268.0,-849.0,33.84789853096009
610148,137.0,-764.0,-977.0,12.915154242515564
2813328,25.0,68.0,295.0,15.098410987854006
788741,73.0,532.0,463.0,14.732307982444766
2947140,-207.0,-36.0,247.0,40.0
3377758,401.0,-1204.0,-889.0,16.3492445230484
424006,529.0,-852.0,-801.0,30.92553491592407
2429234,-519.0,684.0,527.0,28.447721195220947
3694931,-527.0,548.0,255.0,15.656482172012328
986482,-111.0,228.0,-89.0,23.16513299942017
1145196,-175.0,372.0,223.0,19.952956676483158
2723907,-111.0,-12.0,239.0,11.463430595397949
1033456,-479.0,332.0,175.0,12.032063937187194
21945,537.0,684.0,143.0,13.769254398345947
1564493,-151.0,-4.0,183.0,36.15004467964173
1727546,-135.0,60.0,223.0,36.550941705703735
463118,137.0,684.0,143.0,23.49101428985596
2068034,177.0,-692.0,-809.0,16.044704842567445
509214,-47.0,260.0,-97.0,17.213952398300172
351740,-23.0,228.0,279.0,28.435104084014892
3276717,561.0,-860.0,-785.0,13.144863939285278
834328,-135.0,500.0,127.0,12.266759729385376
1327815,-95.0,-1092.0,431.0,13.691898655891421
2478313,137.0,196.0,183.0,10.719290900230408
1306522,81.0,-324.0,-225.0,17.261864709854127
1442366,513.0,244.0,-305.0,11.054166555404663
2585943,17.0,-1140.0,375.0,18.72991933822632
321085,41.0,684.0,175.0,14.16816306114197
1672979,-23.0,-668.0,-457.0,16.963660454750062
2832742,-375.0,652.0,151.0,18.78863446712494
3137083,-15.0,236.0,223.0,38.05136156082153
1456635,-151.0,-1180.0,367.0,32.70620884895325
3453036,-215.0,372.0,183.0,40.0
137926,185.0,-396.0,-481.0,16.027726650238034
2552914,529.0,-996.0,-801.0,20.127932643890386
1036607,-295.0,-1124.0,415.0,22.417122888565068
1900982,-55.0,-1124.0,391.0,22.34920778274536
2428732,-71.0,84.0,175.0,34.60031294822693
1311699,-271.0,252.0,183.0,38.62189564704895
2513502,-295.0,4.0,183.0,32.151796627044675
91814,-79.0,1116.0,551.0,27.23161859512329
81508,-191.0,428.0,279.0,23.483899641036988
1207341,-47.0,732.0,159.0,11.390949964523315
3261633,137.0,612.0,135.0,23.011416864395148
3322840,137.0,124.0,-193.0,13.918610620498658
1850941,-167.0,276.0,-113.0,10.521691751480104
3598143,313.0,796.0,495.0,22.138065099716187
